,employer,rating_description,culture,leadership,compensation,opportunity,balance,industry,location,size,overall_rating,ceo_approval,num_votes,main industry
7657,BT INS,OK,0,2.3,3.4,2.6,3.6,Accounting,TX,15,2.8,0,0,Accounting
7658,LINC Logistics,Very Dissatisfied,1.2,1.5,1.8,1.7,1.6,Logistics & Supply Chain,KS,15,1.4,15,6,Logistics
7659,Holland & Hart LLP,OK,2.4,2.4,3.2,2.1,3.1,Legal,CO,15,2.5,28,7,Others
7660,Thales-Raytheon Systems,OK,3.3,3.2,3.3,3,3.8,Transportation Management,CA,15,3.4,100,5,Logistics
7661,Bradley University,Satisfied,3.5,3.4,3,3.2,3.6,Colleges & Universities,IL,15,3.8,71,8,Education
7662,Jeffrey Charles NYC,OK,3.3,3.7,3,3.3,2.7,Advertising & Marketing,NY,15,2.7,100,4,Advertising
7663,LTG Marketing & Development,Very Satisfied,4.8,4.5,4.2,4.4,4.2,Advertising & Marketing,NY,15,4.2,100,14,Advertising
7664,SOS Security,Dissatisfied,1.9,2.2,2,2.2,2.5,Security Services,CA,15,2.4,21,5,Finance
7665,Koolbit,OK,2.9,2.8,3.4,3.1,2.7,Video Games,CA,15,3,75,8,IT
7666,Community Coffee,OK,3.5,2.4,3,2.9,2.7,Food & Beverage Manufacturing,LA,15,2.9,86,6,Retail
7667,CCMSI,OK,2.9,2.9,2.8,2.5,2.7,Insurance Carriers,CO,15,2.6,100,1,Finance
7668,Stanley Gibbons,Dissatisfied,2.2,1.7,4.2,2.2,3.7,Toy & Hobby Stores,NC,15,2.2,17,6,Manufacture
7669,Chem-Dry,OK,2.1,2.2,2.2,1.5,2.3,Building & Personnel Services,AZ,15,2.7,26,4,Service
7670,onefinestay,Satisfied,4,4,2.8,3.9,3,Commercial Equipment Rental,NY,15,4,83,12,Service
7671,Cummings Properties,OK,3.3,3,3.2,3.3,3.5,Real Estate,MA,15,3.3,77,12,Real Estate
7672,BRP US,Very Satisfied,4.4,3.8,4,3.5,3.9,Transportation Equipment Manufacturing,FL,15,4.2,87,8,Manufacture
7673,Floyd Medical Center,OK,3.8,3,2.7,2.6,3.5,Health Care Services & Hospitals,GA,15,2.9,49,14,Health
7674,D Magazine Partners,Satisfied,4.4,3.8,2.9,3.4,4,Publishing,TX,15,4,88,8,Media
7675,Watermark Business Solutions,Satisfied,4.1,4,3.7,4.2,3.6,Accounting,KS,15,3.9,75,12,Accounting
7676,Ixonos Plc,OK,3.2,3.1,3.4,3,3.9,Computer Hardware & Software,MA,15,3.4,100,1,IT
7677,McGivney & Kluger,OK,2.3,1.9,2.5,2.2,2.3,Legal,NJ,15,2.7,47,8,Others
7678,FoodServiceWarehouse.com,OK,3,2.8,3.3,3.2,2.9,Other Retail Stores,CO,15,3.2,59,11,Retail
7679,Maxum Petroleum,Dissatisfied,2.2,2,2.8,2.1,2.6,Wholesale,WV,15,1.6,57,11,Retail
7680,Sleep Outfitters,Dissatisfied,3,2.5,2.3,2.3,1.9,Home Furniture & Housewares Stores,WV,15,2.4,72,7,Retail
7681,Tri Counties Bank,OK,2.8,2.9,2.6,2.8,3.2,Investment Banking & Asset Management,CA,15,2.8,100,8,Finance
7682,W. S. Badcock,OK,2.8,3,3.1,2.8,2.9,Home Furniture & Housewares Stores,FL,15,2.8,73,9,Retail
7683,Sentinel Technologies,OK,3.7,2.9,3.4,3.1,3.3,IT Services,IL,15,3.2,52,10,IT
7684,Rakuten Loyalty,OK,3.3,2.7,3.2,3,2.7,Computer Hardware & Software,MA,15,2.9,54,7,IT
7685,Taboola,Very Satisfied,4.1,4.1,3.8,3.7,3.5,Advertising & Marketing,CA,15,4.3,85,14,Advertising
7686,Fhlb Atlanta,Satisfied,3.1,3,3.7,2.6,3.9,Banks & Credit Unions,GA,15,3.6,76,7,Finance
7687,Service Master,OK,2.2,2.3,2,1.7,2.5,Advertising & Marketing,WA,15,2.8,52,2,Advertising
7688,Russell | Tobin & Assoc.,Very Satisfied,4.3,4.3,4.1,4.3,4.2,Advertising & Marketing,OR,15,4.1,91,11,Advertising
7689,Consumer Electronics Association,Satisfied,4.6,3.7,3.8,3.7,4.3,Membership Organizations,VA,15,3.9,73,11,Others
7690,ZEE Medical,Satisfied,3.2,3.2,3.4,2.5,3.2,Wholesale,CO,15,3.5,58,7,Retail
7691,Telmate,Satisfied,3.8,3.5,3.6,3.4,4.3,Telecommunications Services,CA,15,3.5,75,11,IT
7692,Jobfox,Dissatisfied,3.5,2.3,2.6,2.3,3,Computer Hardware & Software,VA,15,2.4,33,12,IT
7693,Connecticut College,Very Satisfied,4.2,3.5,3.5,3.2,3.7,Colleges & Universities,CT,15,4.3,100,10,Education
7694,Driven Brands,Dissatisfied,2,1.9,2.3,2.3,2,Auto Repair & Maintenance,WA,15,1.9,27,12,Service
7695,LNE Consulting,Very Satisfied,4.5,4.4,3.9,4.5,3.8,Advertising & Marketing,FL,15,4.4,100,8,Advertising
7696,Bally,OK,2.5,2.8,3.4,2.7,3.1,Consumer Products Manufacturing,VA,15,2.9,49,4,Manufacture
7697,International Council of Shopping Centers,Dissatisfied,1.9,2,2.7,2.2,3.2,Grantmaking Foundations,NY,15,2.2,36,8,Others
7698,ngmoco,OK,2.3,2.9,3.3,3.1,3.3,Video Games,CA,15,3.2,0,2,IT
7699,Health Net of California,OK,2.7,2.3,4,3,3.4,Insurance Carriers,CA,15,3.2,23,5,Finance
7700,Silver Diner,OK,3.9,3.2,2.7,2.8,3.1,Casual Restaurants,VA,15,3.2,70,9,Service
7701,Human Factors,OK,3.4,2.5,3.1,3.2,3.6,IT Services,IA,15,3.1,64,13,IT
7702,I-Cubed,OK,3.4,2.4,3.2,3.1,3.1,Consulting,NC,15,2.9,51,13,Service
7703,California Psychcare,Dissatisfied,2.7,1.9,1.8,2.7,2.5,Health Care Services & Hospitals,CA,15,2.4,100,5,Health
7704,Access Company,OK,3.7,2.7,3.5,2.7,3.6,Computer Hardware & Software,CA,15,3.1,0,0,IT
7705,Legacy Analytics,Satisfied,4.7,4.2,3.5,3.7,4,Accounting,IL,15,4,88,10,Accounting
7706,American Technology Consulting,Very Satisfied,4.3,4.6,4.4,4.6,4.4,Consulting,FL,15,4.6,100,11,Service
7707,Seiler,Satisfied,3.9,3.6,4.3,3.8,3.7,Accounting,CA,15,3.9,100,10,Accounting
7708,Hall Capital Partners,Satisfied,4,3.9,3.7,3.5,3.7,Investment Banking & Asset Management,CA,15,3.8,90,11,Finance
7709,Eckerd College,Very Satisfied,4.3,3.8,3.3,3.6,4.4,Colleges & Universities,FL,15,4.4,87,8,Education
7710,Red Hawk Casino,Dissatisfied,2,1.9,2.8,2.5,2.4,Sports & Recreation,CA,15,2.3,70,3,Entertainment
7711,Academi,OK,2.3,2.3,3.4,2.5,3,Advertising & Marketing,NC,15,2.7,77,5,Advertising
7712,512 Solutions,Satisfied,4.1,4.3,3.5,4,3.3,"Department, Clothing, & Shoe Stores",TX,15,4,89,9,Retail
7713,Giordano's Pizza,OK,3.3,2.9,2.8,2.4,3.2,Fast-Food & Quick-Service Restaurants,IL,15,3.4,60,5,Service
7714,Meteor Games,Dissatisfied,3.5,1.6,2.5,2.2,3.2,Video Games,CA,15,2,0,2,IT
7715,Spark Unlimited,OK,3.1,2.9,3.5,3.1,3.2,Video Games,CA,15,3.4,66,9,IT
7716,College Pro,OK,3.2,3.2,2.4,3.5,2.3,Construction,WA,15,3.2,70,7,Real Estate
7717,Valley Protective Services,Dissatisfied,1.7,1.9,1.7,2.3,1.5,Security Services,AZ,15,2,26,9,Finance
7718,Spectraforce Technologies,OK,2.7,3,3,3.4,3.3,Computer Hardware & Software,NC,15,3.1,69,3,IT
7719,Richard Heath & Associates,Dissatisfied,1.9,1.7,2.3,2.1,2.1,Consulting,CA,15,2.1,51,6,Service
7720,DesertMicro,Dissatisfied,3,2.8,3.4,2.8,2.7,Computer Hardware & Software,FL,15,2.4,46,11,IT
7721,Precision Technologies Corp.,Satisfied,4.2,4,3.7,4.1,4,IT Services,NJ,15,4,92,12,IT
7722,King's Hawaiian,Very Satisfied,4.7,4.4,4.2,4.1,4.2,Food & Beverage Manufacturing,CA,15,4.8,100,13,Retail
7723,Fisher Communications,OK,2.8,2.7,2.7,2.7,2.9,TV Broadcast & Cable Networks,VA,15,2.9,31,9,Media
7724,Thumbtack,Very Satisfied,4.7,4.6,4.8,4.5,4.9,Internet,CA,15,4.9,100,12,IT
7725,MStar Semiconductor,OK,2.8,2.6,3.6,3.2,1.7,Electrical & Electronic Manufacturing,CA,15,3.3,57,7,Manufacture
7726,Bankers Financial,OK,2.9,2.5,2.9,2.6,2.9,Insurance Carriers,FL,15,2.6,100,4,Finance
7727,Robin Hood Foundation,OK,3.3,2.3,3.8,2.7,4,Grantmaking Foundations,NY,15,3.1,46,11,Others
7728,Progress Energy Florida,Satisfied,3.5,2.9,4,3.6,4.2,Energy,FL,15,3.8,66,3,Resource
7729,Mitsubishi Nuclear Energy Systems,Dissatisfied,2.2,1.8,3.9,2.4,2.9,Energy,VA,15,2.4,0,5,Resource
7730,GannettLocal,OK,2.9,2.1,3.2,2.4,3.2,Advertising & Marketing,TN,15,2.6,46,7,Advertising
7731,Redbeacon,Very Satisfied,4.9,4.6,4.5,4.6,4.6,"Health, Beauty, & Fitness",CA,15,4.9,92,14,Service
7732,Validation Associates,Very Satisfied,4.6,4.9,4.6,5,4.6,Staffing & Outsourcing,MN,15,4.9,100,9,Service
7733,Crye-Leike,OK,3.4,3.1,2.4,3.1,2.9,Real Estate,AL,15,2.9,58,7,Real Estate
7734,Clean Power Finance,Satisfied,4.1,3.8,3.3,3.7,3.5,Energy,CA,15,4,92,8,Resource
7735,BlueKai,Very Satisfied,4.7,4.5,4.5,4.3,4.3,Accounting,CA,15,4.7,100,9,Accounting
7736,Evergreen State College,Very Satisfied,4,3.5,3.7,3.2,4.1,Colleges & Universities,WA,15,4.2,89,8,Education
7737,VA Puget Sound Health Care System,OK,4.5,3.1,3.5,3.4,3.9,Health Care Services & Hospitals,MN,15,3.4,100,4,Health
7738,Statera,OK,2.7,2.4,3,2.6,3,IT Services,AZ,15,2.8,58,5,IT
7739,Safilo,OK,3.2,3,3.1,2.7,3.6,Consumer Products Manufacturing,NJ,15,3.2,100,3,Manufacture
7740,Cardinal Supply Chain Medical,OK,2.4,2.5,3.2,2.8,2.3,Wholesale,OH,15,2.7,65,8,Retail
7741,Chi Mei Optoelectronics,OK,3.2,3.1,2.7,2.9,2.8,Electrical & Electronic Manufacturing,CA,15,3.2,100,4,Manufacture
7742,Phelps,OK,3.5,2.6,3.1,3.2,4,Advertising & Marketing,CA,15,3.3,40,10,Advertising
7743,Value Line,Dissatisfied,1.5,1.8,1.7,2,2.5,Publishing,NY,15,1.9,14,9,Media
7744,RegEd,Dissatisfied,2,1.6,2,1.8,2.6,Education Training Services,NC,15,2.3,26,11,Education
7745,CIC,Satisfied,4.1,3.7,3.4,3.4,4.4,Investment Banking & Asset Management,NY,15,3.8,100,6,Finance
7746,PennySaverUSA,OK,2.5,2.6,2.9,2.2,3.3,Internet,CA,15,2.6,100,1,IT
7747,Flashpoint Medica,Dissatisfied,2,1.8,2.9,2.2,1.7,Advertising & Marketing,NY,15,2.1,12,9,Advertising
7748,Superior Propane,Dissatisfied,1.8,1.9,2.9,2.1,2.6,Utilities,PA,15,2.1,31,7,Utilities
7749,Schweichler Price Mullarkey & Barry,Satisfied,3.8,4.1,4.2,3.8,3.3,Staffing & Outsourcing,CA,15,4,100,6,Service
7750,FOLIOfn,OK,3,2.4,2.9,2.7,3.4,Brokerage Services,VA,15,2.7,35,11,Service
7751,Colorado Springs Utilities,OK,2.4,1.9,3.4,2.7,3.5,Utilities,CO,15,2.7,25,13,Utilities
7752,Spring Consulting Group,Dissatisfied,1.9,1.9,2.4,1.9,2,Consulting,MA,15,2.2,11,7,Service
7753,Edgewater Technology,OK,3,2.8,3.7,3,3.9,IT Services,NY,15,3.4,67,7,IT
7754,SPINX Company,OK,3,2.5,2.4,2.6,2.9,"Department, Clothing, & Shoe Stores",SC,15,2.6,64,12,Retail
7755,Southwestern College (California),Satisfied,3.8,3.2,2.8,3.3,4.2,Colleges & Universities,CA,15,3.8,56,6,Education
7756,Rand Group,Very Satisfied,4.4,4.2,4.4,4.6,4.1,Computer Hardware & Software,TX,15,4.5,91,11,IT
7757,PRO-telligent,OK,2.9,2.8,3.5,2.7,3.3,IT Services,VA,15,3,39,3,IT
7758,Synapse Group,OK,3,2.6,3.5,2.7,3.5,Advertising & Marketing,CT,15,2.8,0,0,Advertising
7759,Kershner Trading Group,OK,2.3,2.7,2.8,2.7,4.5,Investment Banking & Asset Management,TX,15,3.1,13,5,Finance
7760,Incepture,OK,2.7,2.8,2.9,2.4,3.3,Advertising & Marketing,FL,15,3.2,100,3,Advertising
7761,LaSalle University,OK,3.8,3.1,3.1,3.1,4.1,Colleges & Universities,PA,15,3.3,100,6,Education
7762,Peerless Industries,OK,2.7,2.6,3.9,2.4,3.2,Consumer Products Manufacturing,IL,15,2.9,68,10,Manufacture
7763,Copiers Northwest,Satisfied,3.5,3.5,3.3,3.6,3.8,Office Supply Stores,WA,15,3.6,55,6,Retail
7764,Belcorp,Satisfied,4.2,3.4,3.1,3.3,3.5,"Health, Beauty, & Fitness",CA,15,3.5,94,12,Service
7765,EAGLE Productivity Solutions,OK,3.2,3.2,3.2,3.2,2.2,Accounting,NY,15,3,65,8,Accounting
7766,Advisors Asset Management,OK,2.5,2.7,2.9,2.9,3,Investment Banking & Asset Management,IL,15,2.8,74,8,Finance
7767,Dress for Success,Dissatisfied,2.6,2.1,1.9,2.3,3.1,Social Assistance,PA,15,2.4,36,7,Service
7768,Robert Charles Lesser & Co.,Very Satisfied,4.1,3.7,4,4.3,3.4,Consulting,TX,15,4.1,100,5,Service
7769,MSC,OK,3,2.8,3.2,3,3,Food & Beverage Manufacturing,MI,15,3.2,60,5,Retail
7770,Wintrust Mortgage,OK,3.5,2.8,2.8,3,3.9,Lending,IL,15,2.8,84,7,Finance
7771,Govig & Associates,Very Satisfied,4.7,4.7,4.1,4.4,4.5,Staffing & Outsourcing,AZ,15,4.5,92,11,Service
7772,Kondaur Capital,Dissatisfied,2.1,2.2,2.6,2,2.4,Lending,CA,15,2,31,8,Finance
7773,Occidental College,Satisfied,4.2,3.3,3.1,2.9,3.7,Colleges & Universities,CA,15,3.6,92,9,Education
7774,Loyola College in Maryland,Very Satisfied,4.5,3.3,4.1,3.3,4.6,Colleges & Universities,MD,15,4.2,87,8,Education
7775,ArcTouch,Very Satisfied,4.7,4.3,4.2,4.1,4.5,Computer Hardware & Software,CA,15,4.7,100,13,IT
7776,Booster Enterprises,Satisfied,4.7,3.7,2.5,4,3.2,Advertising & Marketing,TX,15,4,100,9,Advertising
7777,SilverFern,Very Satisfied,4.3,4.1,3.6,4.5,3.3,Advertising & Marketing,IL,15,4.3,92,13,Advertising
7778,Westway Ford,Very Satisfied,4.2,4.2,4.1,4.5,3.9,"Department, Clothing, & Shoe Stores",TX,15,4.2,91,12,Retail
7779,Barilla,OK,4,3,3.5,2.7,3.3,Food & Beverage Manufacturing,IL,15,3.2,75,7,Retail
7780,Chitika,OK,3.1,2.3,3.1,3.2,3.2,Advertising & Marketing,MA,15,3.1,43,9,Advertising
7781,mFoundry,Satisfied,4,3.4,3.1,3.1,3.8,Computer Hardware & Software,CA,15,3.6,100,3,IT
7782,CALPIRG,Satisfied,4,3.2,2.6,3.2,2.7,Industrial Manufacturing,CA,15,3.6,88,7,Manufacture
7783,SolutionStream,Very Satisfied,3.9,4.2,3.8,4.1,4.5,IT Services,UT,15,4.3,100,5,IT
7784,Colorado Springs School District 11,OK,2.8,2.5,2.9,2.7,2.9,Preschool & Child Care,CO,15,2.9,70,7,Service
7785,Niemann Foods,OK,3,2.7,2.3,2.6,3.2,Grocery Stores & Supermarkets,IL,15,2.5,52,12,Retail
7786,Flite,Satisfied,4.1,3.2,3.9,3.8,4.1,Advertising & Marketing,CA,15,3.8,100,2,Advertising
7787,CareSource (Ohio),OK,3.6,2.5,3.1,3.2,2.7,Social Assistance,OH,15,3.1,50,4,Service
7788,Upper Deck,Dissatisfied,3,2.2,2.3,2.3,3,Motion Picture Production & Distribution,CA,15,2.4,16,11,Media
7789,Icreon,OK,3.2,3.3,3.2,3.3,3,Computer Hardware & Software,NY,15,3.2,75,4,IT
7790,Seneca Foods,OK,3.4,2.9,3.7,3,3.3,Food & Beverage Manufacturing,WI,15,3.4,94,10,Retail
7791,Keithley Instruments,Satisfied,3.8,3,3.5,3.3,3.7,Electrical & Electronic Manufacturing,OH,15,3.5,26,9,Manufacture
7792,Masergy Communications,Satisfied,3.9,3.6,3.8,3.6,3.8,Enterprise Software & Network Solutions,TX,15,3.7,82,11,IT
7793,National DCP,Dissatisfied,1.9,1.6,3.1,2.1,2.1,Logistics & Supply Chain,GA,15,2.2,28,9,Logistics
7794,Affinity Health,OK,2.9,2.6,3.9,2.7,3.4,Insurance Carriers,NY,15,2.8,100,5,Finance
7795,U.S. Fund for UNICEF,OK,2.2,2,2.6,2.2,3,Grantmaking Foundations,NY,15,2.8,24,9,Others
7796,NorthPoint Solutions,Very Satisfied,3.8,3.9,4,3.8,4.5,Computer Hardware & Software,NY,15,4.3,100,10,IT
7797,Petrobras America,Dissatisfied,2.3,2.3,2.8,1.6,3,Oil & Gas Exploration & Production,TX,15,2.2,50,6,Manufacture
7798,SENTEL,OK,2.8,2.4,2.7,2.9,3.1,IT Services,VA,15,3.3,82,10,IT
7799,ITS (Maryland),Very Satisfied,4.7,4.5,3.8,4.2,4.8,IT Services,MD,15,4.6,100,11,IT
7800,ReadSoft,Satisfied,3.7,3.4,3.6,3.5,3.6,Computer Hardware & Software,LA,15,3.5,67,3,IT
7801,LifeStation,OK,2.9,2.4,3,2.8,2.9,Security Services,NJ,15,2.8,74,8,Finance
7802,Ingram Content,OK,3.2,3.1,2.9,2.8,3.1,"Department, Clothing, & Shoe Stores",TN,15,3.1,100,5,Retail
7803,Nugget Market,OK,3.2,3.1,3.7,3.4,3.6,Vehicle Dealers,CA,15,3.4,77,12,Retail
7804,XDx,Dissatisfied,2.3,2.1,2.6,1.9,3.4,Biotech & Pharmaceuticals,CA,15,2.4,53,4,Health
7805,Consultis,OK,2.8,2.6,3.5,2.8,2.9,IT Services,FL,15,2.9,63,12,IT
7806,SYPartners,Very Satisfied,4.8,3.9,4,3.6,3.5,Consulting,NY,15,4.2,100,11,Service
7807,Manley Deas Kochalski,OK,3,3,3,2.8,4,Legal,OH,15,2.9,79,5,Others
7808,Uptown Consulting,Satisfied,3.8,3.9,3.4,3.9,3.3,Accounting,NC,15,3.6,70,10,Accounting
7809,The Stowe Group,Very Satisfied,4.6,4.6,4.5,4.7,4.5,IT Services,MA,15,4.7,89,10,IT
7810,AIT Laboratories,OK,3.1,3,3.2,2.5,3.9,Research & Development,MO,15,2.9,80,5,Research
7811,Capstone Consultants,Satisfied,4.5,4,3.2,4.2,3.5,Accounting,NC,15,3.5,100,6,Accounting
7812,FetchBack,OK,2.3,2.4,3.2,2.5,3.3,Advertising & Marketing,AZ,15,2.6,0,2,Advertising
7813,Veterans Evaluation Services,Dissatisfied,2.8,2.4,2.5,2.1,3.1,Health Care Services & Hospitals,TX,15,2.4,33,6,Health
7814,EDF Trading,OK,3.8,2.9,3.9,2.8,3.6,Brokerage Services,TX,15,3.4,83,6,Service
7815,Joe's Jeans,OK,3,2.4,2.9,2.9,3.2,Consumer Products Manufacturing,FL,15,2.8,75,9,Manufacture
7816,Johnson Financial,Satisfied,3.5,3,3.3,3,4.1,Banks & Credit Unions,WI,15,3.6,76,3,Finance
7817,Simply Measured,Very Satisfied,4.7,4.7,4.6,4.8,4.5,Advertising & Marketing,WA,15,4.8,100,14,Advertising
7818,Crescent Hotels & Resorts,Dissatisfied,2.7,2.6,3.1,2.8,2.4,"Hotels, Motels, & Resorts",CA,15,2.2,100,6,Service
7819,Gelber Group,Very Satisfied,4.1,4,3.6,3.8,4.2,Brokerage Services,IL,15,4.2,100,5,Service
7820,Incipio Technologies,OK,2.8,2.3,2.6,2.7,2.5,"Department, Clothing, & Shoe Stores",CA,15,2.8,42,8,Retail
7821,Olga's Kitchen,OK,3.2,2.4,2.7,2.6,3.1,Casual Restaurants,MI,15,3,63,8,Service
7822,"DeKalb County, Georgia",OK,2.5,2.6,2.8,2.6,3.5,Municipal Governments,GA,15,2.7,38,5,Government
7823,Trinitas Ventures,OK,2.7,2.4,2.2,3.1,3.3,Real Estate,IN,15,2.5,33,9,Real Estate
7824,tpn,Satisfied,4.3,4,3.8,3.6,3.6,Advertising & Marketing,TX,15,4,100,9,Advertising
7825,Ramp Technology,OK,2,2.5,2.9,2.7,3.2,Computer Hardware & Software,WA,15,2.7,0,2,IT
7826,IMG Academies,OK,4,2.9,3.4,2.7,3.2,Education Training Services,FL,15,3,76,4,Education
7827,Utility Trailer,Satisfied,1.7,3.2,3.9,3.5,3.4,Transportation Equipment Manufacturing,CA,15,3.7,86,7,Manufacture
7828,Pacific Theatres,Dissatisfied,1.8,1.8,1.7,2.1,2.2,Movie Theaters,CA,15,1.9,12,9,Entertainment
7829,Trident Seafoods,Satisfied,3.2,3.2,3.3,3.5,2.7,Food & Beverage Manufacturing,WA,15,3.5,67,3,Retail
7830,Engage3,Very Satisfied,4.1,3.5,3,3.8,3.4,Internet,CA,15,4.4,100,10,IT
7831,Suburban Collection,OK,3.8,3.6,3.6,3.3,2.9,Vehicle Dealers,MI,15,3.2,85,13,Retail
7832,Fatpipe Networks,Dissatisfied,2.4,2.2,2.8,2.3,3.2,Consumer Products Manufacturing,UT,15,2.4,44,12,Manufacture
7833,Alexander Open Systems,OK,1.5,2.2,3.4,2.8,2.9,IT Services,MO,15,2.7,41,11,IT
7834,True Partners Consulting,Satisfied,3.3,3.6,3.3,3.6,3.8,Accounting,NY,15,3.7,82,10,Accounting
7835,TBWA\Media Arts Lab,Dissatisfied,1.8,1.5,3.4,2.8,1.2,Advertising & Marketing,CA,15,1.6,8,11,Advertising
7836,InternMatch,Very Satisfied,4.6,4.6,4.2,4.1,4.7,Motion Picture Production & Distribution,CA,15,4.6,100,1,Media
7837,ShopperTrak,Satisfied,3.6,3.4,3.9,3.2,3.5,Computer Hardware & Software,IL,15,3.6,100,2,IT
7838,Vera Institute Of Justice,Satisfied,3.7,3,3.5,2.7,4.1,Colleges & Universities,NY,15,3.9,31,4,Education
7839,IMRIS,OK,3,2.6,3.6,2.6,3.8,Health Care Products Manufacturing,MN,15,2.8,66,6,Health
7840,Lanmark Technology,Dissatisfied,2.2,2.1,2.6,2.1,2.7,Advertising & Marketing,VA,15,2.2,35,9,Advertising
7841,Paymetric,Very Satisfied,4.6,4.5,4.3,4.3,4.5,Enterprise Software & Network Solutions,TX,15,4.6,100,14,IT
7842,Caliber Home Loans,OK,2.7,2.8,3.8,2.4,3.2,Lending,TX,15,2.7,57,9,Finance
7843,New American Funding,Satisfied,3.7,3.3,3,3.4,3.6,Lending,CA,15,3.5,69,9,Finance
7844,Children's Hospital of Pittsburgh,Satisfied,3.8,3.3,3.5,3.2,3.8,Health Care Services & Hospitals,PA,15,3.6,90,7,Health
7845,GuardHill Financial,Very Satisfied,4.5,4.3,3.8,4.2,4,Lending,NY,15,4.4,90,9,Finance
7846,Soilworks,Dissatisfied,1.9,1.9,2.6,2.1,2.2,Chemical Manufacturing,AZ,15,2.2,41,12,Manufacture
7847,Great American Group,OK,3.7,3.3,3.3,3.2,3.6,Other Retail Stores,MA,15,3.4,66,5,Retail
7848,Brainware,Dissatisfied,2.2,2.1,2.6,1.9,2.4,Computer Hardware & Software,VA,15,2.2,10,10,IT
7849,Constellation NewEnergy,Satisfied,3.9,3.2,3.5,3.2,3.6,Utilities,OH,15,3.6,41,5,Utilities
7850,Resource Action Programs,OK,3.6,3.2,3.4,3.4,3.3,Utilities,NV,15,3.3,76,7,Utilities
7851,Sterling Engineering,OK,2.7,2.4,2.3,2.5,2.6,Staffing & Outsourcing,IL,15,2.5,66,6,Service
7852,Woods Hole Oceanographic Institution,Very Satisfied,4.1,3.3,3.3,3.9,4,Research & Development,MA,15,4.2,88,7,Research
7853,Varian Semiconductor,Very Satisfied,3.9,4.1,3.6,3.7,3.9,Industrial Manufacturing,MA,15,4.3,100,9,Manufacture
7854,Princeton Consultants,Satisfied,3.2,3.2,3.3,3.4,3.5,Consulting,NJ,15,3.5,65,6,Service
7855,Pathfinder International,OK,2.8,2.6,3.7,2.6,3.1,Social Assistance,MA,15,2.9,49,10,Service
7856,Wabash National,OK,3.1,3,3.1,3.1,3,Transportation Equipment Manufacturing,OH,15,3.1,62,8,Manufacture
7857,Progressive Medical (ohio),Dissatisfied,1.4,1.6,2.6,2.4,2.8,Health Care Services & Hospitals,OH,15,2,35,3,Health
7858,XAP,Dissatisfied,2.8,2.1,3,2.4,3.4,Motion Picture Production & Distribution,CA,15,2.3,43,6,Media
7859,McNeese State University,Very Satisfied,3.9,3.9,3,3.4,3.6,Colleges & Universities,LA,15,4.4,100,10,Education
7860,Quidel,OK,3,2,3.2,2.5,2.9,Biotech & Pharmaceuticals,CA,15,2.9,56,7,Health
7861,Markel,Satisfied,4.1,3.9,3.6,3.4,4,Insurance Carriers,VA,15,3.7,90,12,Finance
7862,Knewton,Very Satisfied,4.5,4,4,4.1,4.2,Education Training Services,NY,15,4.4,100,7,Education
7863,Berman Larson Kane,OK,3.1,3,2.7,3.2,3.6,Staffing & Outsourcing,NJ,15,3.1,67,3,Service
7864,Mason Zimbler,OK,3.1,2.7,3.1,2.8,3.8,Advertising & Marketing,TX,15,3.2,17,6,Advertising
7865,Foreign Exchange,OK,2.4,2.3,2.2,2.3,2.6,"Department, Clothing, & Shoe Stores",CA,15,2.6,27,3,Retail
7866,STAR Financial Group,OK,3.3,2.9,2.3,2.3,3.7,Banks & Credit Unions,IN,15,2.9,49,10,Finance
7867,W.G. Yates & Sons Construction,OK,2.7,2.5,3,2.7,2.8,Construction,AL,15,2.7,66,8,Real Estate
7868,Blue Care Network of Michigan,Satisfied,3.4,3.2,4,3.2,3.7,Insurance Carriers,MI,15,3.5,100,6,Finance
7869,Arnel Management,Dissatisfied,1.5,1.6,1.9,2.8,1.8,Real Estate,CA,15,1.6,12,7,Real Estate
7870,Vectorform,Very Satisfied,4.2,3.7,3.5,3.8,4.1,Computer Hardware & Software,WA,15,4.1,90,11,IT
7871,NetXperts,Dissatisfied,2.5,2.3,2.8,2.9,2.3,IT Services,CA,15,2.4,0,3,IT
7872,Sea Island,OK,3.1,2.6,3.1,3.4,3.4,"Hotels, Motels, & Resorts",TX,15,3.4,55,8,Service
7873,Armstrong Cable,OK,3.4,2.9,2.8,2.5,2.7,"Cable, Internet & Telephone Providers",PA,15,2.8,63,10,IT
7874,iTOK,OK,3.5,3.4,2.8,2.8,3.8,Computer Hardware & Software,UT,15,3.2,100,8,IT
7875,Halo Management Consulting,OK,3.7,3.7,3.4,3.9,3.1,Consulting,MI,15,3.3,100,1,Service
7876,PeopleAdmin,OK,3,2.6,3.5,3.1,3.8,Computer Hardware & Software,TX,15,3,49,11,IT
7877,Thompson Hotels,OK,2.5,2.2,2.5,2.3,2.6,"Hotels, Motels, & Resorts",NY,15,2.5,0,1,Service
7878,The Robison Group,Very Satisfied,4,3.9,4,3.9,3.6,Security Services,MI,15,4.1,90,9,Finance
7879,Kinetic Supply Company,Very Satisfied,4.7,4.6,4.7,4.6,4.6,Advertising & Marketing,KS,15,4.8,100,13,Advertising
7880,ThedaCare,OK,3.3,3,3,3.2,2.8,Health Care Services & Hospitals,WI,15,3.4,87,9,Health
7881,Maryland SECU,OK,3.5,2.8,3.8,2.8,3.8,Investment Banking & Asset Management,MD,15,3,77,4,Finance
